"REGIONE";"PROVINCIA";"NUM_REFERENDUM";"QUESITO";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"NUMVOTISI";"NUMVOTINO";"SKBIANCHE"
"EMILIA-ROMAGNA";"RIMINI";"6";"Incarichi extragiudiziari dei magistrati";228168;109904;"69149";"35319";"54633";7799;"4799"
"PIEMONTE";"VERB.-CUS.OSSOLA";"2";"Obiezione di coscienza";144492;69198;"46568";"23175";"31519";10914;"2689"
"PIEMONTE";"VERB.-CUS.OSSOLA";"3";"Caccia";144492;69198;"46520";"23141";"35713";7387;"2119"
"PIEMONTE";"VERB.-CUS.OSSOLA";"4";"Carriere dei magistrati";144492;69198;"46423";"23104";"35889";5251;"3547"
"PIEMONTE";"VERB.-CUS.OSSOLA";"5";"Ordine dei giornalisti";144492;69198;"46237";"23012";"27691";12473;"4268"
"PIEMONTE";"VERB.-CUS.OSSOLA";"6";"Incarichi extragiudiziari dei magistrati";144492;69198;"46467";"23131";"36663";4887;"3260"
"PIEMONTE";"VERB.-CUS.OSSOLA";"7";"Ministero per le politiche agricole";144492;69198;"46299";"23024";"30519";10402;"3696"
"PIEMONTE";"VERB.-CUS.OSSOLA";"1";"Privatizzazione";144492;69198;"46411";"23092";"32737";8367;"3240"
"CALABRIA";"VIBO VALENTIA";"4";"Carriere dei magistrati";156953;77332;"31048";"16634";"18128";5337;"5498"
"CALABRIA";"VIBO VALENTIA";"7";"Ministero per le politiche agricole";156953;77332;"30994";"16601";"14503";9105;"5330"
"CALABRIA";"VIBO VALENTIA";"5";"Ordine dei giornalisti";156953;77332;"30982";"16590";"14633";8491;"5579"
"CALABRIA";"VIBO VALENTIA";"3";"Caccia";156953;77332;"31035";"16623";"19447";5714;"4088"
"CALABRIA";"VIBO VALENTIA";"2";"Obiezione di coscienza";156953;77332;"31063";"16643";"16554";7638;"4908"
"CALABRIA";"VIBO VALENTIA";"6";"Incarichi extragiudiziari dei magistrati";156953;77332;"31051";"16635";"18838";4915;"5289"
"CALABRIA";"VIBO VALENTIA";"1";"Privatizzazione";156953;77332;"31017";"16616";"15858";7367;"5500"
